resolution_id,complaint_id,agent_id,resolution_date,resolution_type,notes
8219,27307,252,10/2/2023,Fixed,No resolution details provided
8220,29686,246,10/23/2024,Fixed,No resolution details provided
8221,15958,230,2/6/2025,Fixed,Fixed sync issue
8222,34008,264,,Open,Fixed sync issue
8223,39390,217,4/27/2024,Pending,
8224,28166,291,7/1/2025,Pending,Updated billing system
8225,11746,244,2/2/2024,Fixed,Improved load time
8226,5159,294,9/3/2024,Pending,
8227,8456,234,8/28/2024,Fixed,Processed refund
8228,26198,213,2/4/2025,Pending,Processed refund
8229,638,205,,Open,Refunded overcharge
8230,41531,277,10/9/2023,Pending,
8231,40552,268,10/8/2024,Pending,Fixed sync issue
8232,5989,251,,Open,Debugging app crash
8233,16751,247,5/17/2024,Fixed,Processed refund
8234,32434,232,,Open,Fixed export permissions
8235,2109,264,5/16/2025,Pending,
8236,7743,299,3/29/2025,Pending,
8237,44099,282,,Open,Fixed sync issue
8238,23745,283,2/19/2025,Fixed,No resolution details provided
8239,354,254,9/29/2023,Fixed,Processed refund
8240,38496,265,4/22/2024,Fixed,Updated billing system
8241,13598,263,,Open,Updated billing system
8242,18681,262,3/18/2024,Fixed,Debugging app crash
8243,12105,280,5/1/2024,Pending,Optimized server
8244,6020,273,6/18/2025,Fixed,Fixed login issue
8245,49321,250,6/5/2025,Fixed,Optimized server
8246,16442,275,,Open,Fixed login issue
8247,16780,210,,Open,Updated billing system
8248,1496,292,7/21/2024,Fixed,Debugging app crash
8249,5251,276,,Open,Refunded overcharge
8250,34921,256,,Open,Restored notification delivery
8251,49643,287,5/16/2024,Fixed,Updated billing system
8252,15947,298,,Open,Fixed login issue
8253,4885,294,,Open,Investigating delay
8254,11196,242,9/25/2024,Fixed,Updated billing system
8255,22482,258,,Open,Work in progress
8256,7676,225,,Open,Waiting for engineering team
8257,8737,223,4/2/2024,Pending,
8258,20741,281,,Open,Refunded overcharge
8259,3952,251,1/3/2025,Pending,Refunded overcharge
8260,49784,269,,Open,Refunded overcharge
8261,1216,247,,Open,Enabled CSV export
8262,37649,209,,Open,Work in progress
8263,39454,238,,Open,Patched integration
8264,14771,276,6/21/2024,Pending,Restored notification delivery
8265,11241,253,9/10/2024,Fixed,No resolution details provided
8266,30293,264,,Open,Work in progress
8267,32892,240,,Open,Refunded overcharge
8268,1964,215,4/19/2024,Fixed,No resolution details provided
8269,25582,203,,Open,Waiting for engineering team
8270,5411,278,,Open,Updated billing system
8271,28931,239,6/1/2025,Fixed,Patched integration
8272,12323,211,3/8/2025,Fixed,Processed refund
8273,19149,209,,Open,Updated billing system
8274,6077,294,,Open,Fixed login issue
8275,46461,216,1/27/2024,Fixed,Fixed notification bug
8276,27322,235,,Open,Work in progress
8277,36078,224,7/2/2024,Fixed,Refunded overcharge
8278,16554,235,9/9/2024,Fixed,Updated app version
8279,48789,210,12/9/2023,Fixed,Investigating delay
8280,33061,232,2/5/2025,Fixed,No resolution details provided
8281,31591,248,1/8/2024,Fixed,Fixed sync issue
8282,29183,284,9/1/2024,Pending,
8283,45825,228,3/4/2025,Pending,
8284,39680,227,,Open,Debugging app crash
8285,20154,242,,Open,Updated billing system
8286,37126,298,3/3/2025,Fixed,No resolution details provided
8287,19258,278,11/6/2023,Fixed,Patched integration
8288,47009,269,,Open,Refunded overcharge
8289,1027,248,2/15/2025,Fixed,Improved load time
8290,38833,214,,Open,Processed refund
8291,40350,215,5/21/2025,Fixed,No resolution details provided
8292,10732,224,,Open,Work in progress
8293,25787,204,6/30/2024,Fixed,No resolution details provided
8294,43148,272,12/4/2023,Fixed,Refunded overcharge
8295,26519,246,6/19/2025,Pending,Debugging app crash
8296,18453,234,9/28/2023,Fixed,Debugging app crash
8297,7492,204,9/29/2024,Pending,
8298,33836,209,,Open,Work in progress
8299,1437,244,2/27/2025,Pending,Processed refund
8300,48049,276,,Open,Processed refund
8301,1112,237,,Open,Fixed login issue
8302,30402,239,1/5/2024,Fixed,Improved load time
8303,48830,292,,Open,Updated app version
8304,37832,204,4/3/2025,Fixed,Updated billing system
8305,15065,207,12/28/2024,Fixed,Fixed login issue
8306,34530,205,10/21/2023,Pending,
8307,25217,249,,Open,Work in progress
8308,32172,251,,Open,Fixed sync issue
8309,12473,215,,Open,Work in progress
8310,13969,213,6/21/2025,Fixed,Refunded overcharge
8311,35456,220,8/10/2023,Fixed,Patched integration
8312,14832,281,,Open,Improved load time
8313,5801,299,7/29/2023,Fixed,No resolution details provided
8314,7717,246,11/11/2024,Fixed,No resolution details provided
8315,39121,202,3/10/2024,Fixed,Waiting for engineering team
8316,4591,299,,Open,Work in progress
8317,39582,284,,Open,Waiting for engineering team
8318,16762,280,7/11/2024,Fixed,No resolution details provided
8319,30482,236,,Open,Work in progress
8320,21113,259,12/27/2023,Fixed,Fixed sync issue
8321,21402,228,3/14/2025,Pending,
8322,20048,296,10/29/2024,Pending,Restored notification delivery
8323,16936,223,12/7/2024,Fixed,No resolution details provided
8324,7249,232,7/6/2025,Fixed,Patched integration
8325,44225,204,,Open,Updated billing system
8326,14591,238,3/27/2025,Pending,
8327,2866,237,1/19/2024,Fixed,Updated billing system
8328,20513,209,8/10/2024,Fixed,Fixed login issue
8329,22679,245,,Open,Work in progress
8330,8756,239,1/10/2025,Fixed,No resolution details provided
8331,9761,215,6/15/2025,Fixed,Patched dashboard
8332,44625,237,10/10/2023,Fixed,No resolution details provided
8333,26583,254,1/1/2024,Pending,Fixed login issue
8334,37214,261,7/1/2024,Pending,Fixed login issue
8335,1162,277,11/13/2024,Pending,Refunded overcharge
8336,29317,270,,Open,Work in progress
8337,27754,215,3/26/2025,Pending,Patched integration
8338,1200,282,,Open,Waiting for engineering team
8339,6684,225,,Open,Refunded overcharge
8340,24412,255,6/24/2024,Pending,
8341,1353,248,,Open,Work in progress
8342,14971,299,9/23/2024,Fixed,Refunded overcharge
8343,15781,209,1/27/2025,Fixed,Debugging app crash
8344,39170,244,12/22/2023,Fixed,Optimized server
8345,41034,218,,Open,Fixed export permissions
8346,50005,201,3/25/2024,Pending,Refunded overcharge
8347,15510,260,4/21/2025,Fixed,No resolution details provided
8348,12380,254,7/14/2025,Fixed,Processed refund
8349,18384,294,,Open,Resolved export error
8350,26304,274,,Open,Work in progress
8351,28156,263,3/11/2024,Fixed,Updated billing system
8352,35772,279,,Open,Fixed sync issue
8353,10762,276,3/11/2024,Fixed,No resolution details provided
8354,32364,261,7/22/2023,Fixed,Fixed notification bug
8355,30082,211,7/30/2024,Fixed,Improved load time
8356,29004,289,,Open,Patched dashboard
8357,44202,280,5/29/2024,Pending,Patched integration
8358,33714,299,,Open,Patched dashboard
8359,21916,291,9/19/2024,Fixed,No resolution details provided
8360,28143,268,2/14/2024,Fixed,Fixed login issue
8361,37652,291,5/9/2025,Fixed,Processed refund
8362,36750,236,10/18/2023,Fixed,Resolved export error
8363,27970,283,11/23/2023,Fixed,Updated billing system
8364,11351,296,8/30/2023,Fixed,Refunded overcharge
8365,15944,217,6/16/2024,Fixed,No resolution details provided
8366,17010,219,9/6/2023,Pending,
8367,29886,267,,Open,Work in progress
8368,33128,262,,Open,Work in progress
8369,40801,263,,Open,Updated billing system
8370,47399,203,1/10/2025,Fixed,Debugging app crash
8371,27194,217,5/8/2025,Fixed,Refunded overcharge
8372,13443,248,11/30/2024,Pending,Patched integration
8373,1306,266,10/20/2024,Fixed,Investigating delay
8374,10127,223,10/13/2023,Fixed,Restored notification delivery
8375,454,231,,Open,Optimized server
8376,37044,210,3/26/2024,Fixed,Restored notification delivery
8377,7085,266,9/19/2024,Fixed,No resolution details provided
8378,3797,219,4/3/2025,Fixed,Resolved export error
8379,40368,265,6/17/2025,Fixed,Waiting for engineering team
8380,4959,212,,Open,Refunded overcharge
8381,22492,205,7/15/2024,Fixed,No resolution details provided
8382,49291,292,5/31/2024,Fixed,Improved load time
8383,3153,265,,Open,Processed refund
8384,4739,222,,Open,Fixed login issue
8385,25889,297,,Open,Debugging app crash
8386,11115,208,7/25/2024,Fixed,Restored notification delivery
8387,49606,292,,Open,Work in progress
8388,12154,209,,Open,Enabled CSV export
8389,33855,274,5/5/2025,Fixed,Optimized server
8390,48765,225,,Open,Patched dashboard
8391,28231,291,,Open,Work in progress
8392,26440,240,7/23/2024,Fixed,Debugging app crash
8393,26121,285,8/31/2023,Fixed,Fixed export permissions
8394,21882,246,8/26/2024,Pending,
8395,29347,265,,Open,Patched dashboard
8396,1586,234,9/15/2024,Fixed,No resolution details provided
8397,43296,255,5/25/2024,Fixed,No resolution details provided
8398,46079,237,,Open,Work in progress
8399,48900,290,5/21/2025,Fixed,Updated billing system
8400,319,238,6/19/2024,Fixed,No resolution details provided
8401,2781,225,7/18/2024,Fixed,Refunded overcharge
8402,32348,248,,Open,Updated billing system
8403,916,258,,Open,Waiting for engineering team
8404,36907,240,9/14/2024,Pending,Improved load time
8405,46344,222,4/2/2024,Fixed,Improved load time
8406,43414,237,3/5/2025,Pending,Updated billing system
8407,23585,222,12/26/2023,Fixed,Fixed sync issue
8408,23901,264,,Open,Work in progress
8409,9606,234,,Open,Work in progress
8410,8463,249,5/24/2025,Fixed,Processed refund
8411,7035,283,,Open,Work in progress
8412,26521,258,4/5/2024,Pending,Debugging app crash
8413,13300,283,5/29/2024,Fixed,Updated billing system
8414,39861,265,11/1/2024,Fixed,Optimized server
8415,14069,232,4/16/2025,Fixed,Updated app version
8416,39774,282,11/9/2024,Pending,
8417,25401,225,4/10/2025,Fixed,Updated billing system
8418,42125,225,,Open,Restored notification delivery
8419,13177,275,,Open,Improved load time
8420,26309,252,5/12/2025,Fixed,Refunded overcharge
8421,2829,239,7/10/2025,Fixed,No resolution details provided
8422,16754,265,,Open,Updated billing system
8423,27666,271,,Open,Refunded overcharge
8424,46471,270,10/14/2023,Fixed,No resolution details provided
8425,25506,218,12/17/2024,Fixed,No resolution details provided
8426,40600,213,3/1/2025,Pending,
8427,6881,225,,Open,Fixed sync issue
8428,4953,239,,Open,Patched integration
8429,4192,271,6/28/2025,Fixed,Debugging app crash
8430,4782,221,,Open,Work in progress
8431,36678,233,10/2/2023,Fixed,Restored notification delivery
8432,1500,206,10/24/2024,Fixed,Processed refund
8433,19915,204,7/27/2024,Pending,Patched dashboard
8434,25373,217,,Open,Work in progress
8435,37104,295,3/2/2025,Pending,Waiting for engineering team
8436,26241,285,3/9/2025,Fixed,No resolution details provided
8437,15125,222,7/17/2024,Fixed,Patched integration
8438,15824,242,2/21/2024,Fixed,Processed refund
8439,28962,229,,Open,Work in progress
8440,34387,253,,Open,Work in progress
8441,19463,256,,Open,Processed refund
8442,44208,292,,Open,Enabled CSV export
8443,5710,265,4/4/2024,Pending,Processed refund
8444,31152,257,8/28/2024,Fixed,Processed refund
8445,34793,253,1/14/2024,Fixed,Updated app version
8446,29148,265,,Open,Work in progress
8447,19538,298,,Open,Investigating delay
8448,16022,246,6/16/2025,Fixed,Refunded overcharge
8449,25819,260,,Open,Refunded overcharge
8450,49119,218,9/10/2024,Pending,Processed refund
8451,7636,246,,Open,Fixed notification bug
8452,49203,288,8/24/2024,Pending,Improved load time
8453,40247,219,,Open,Work in progress
8454,6098,273,3/16/2025,Fixed,No resolution details provided
8455,6726,257,5/31/2024,Fixed,No resolution details provided
8456,40055,219,12/23/2024,Fixed,Patched integration
8457,40495,241,9/30/2023,Pending,
8458,33210,269,12/16/2024,Fixed,Patched dashboard
8459,42031,235,,Open,Updated billing system
8460,36629,203,,Open,Waiting for engineering team
8461,5888,238,2/5/2024,Pending,
8462,38682,271,,Open,Work in progress
8463,43034,257,,Open,Work in progress
8464,15242,204,,Open,Updated app version
8465,5587,227,7/23/2023,Fixed,Optimized server
8466,2296,244,6/10/2025,Fixed,Fixed sync issue
8467,32979,262,9/8/2023,Pending,Fixed sync issue
8468,24752,275,3/2/2024,Fixed,Optimized server
8469,28514,210,7/31/2023,Fixed,Waiting for engineering team
8470,22386,280,12/20/2024,Fixed,Patched dashboard
8471,48978,204,11/26/2023,Fixed,Improved load time
8472,277,209,9/8/2024,Fixed,Optimized server
8473,25943,291,11/10/2023,Fixed,No resolution details provided
8474,7564,204,,Open,Optimized server
8475,37812,231,8/23/2023,Fixed,Fixed sync issue
8476,36697,204,1/31/2025,Fixed,No resolution details provided
8477,43954,222,5/23/2024,Fixed,No resolution details provided
8478,7336,228,,Open,Processed refund
8479,29688,244,,Open,Work in progress
8480,14974,289,4/11/2025,Fixed,Processed refund
8481,45596,288,3/13/2025,Pending,
8482,28668,277,,Open,Refunded overcharge
8483,13238,230,,Open,Waiting for engineering team
8484,25322,272,,Open,Work in progress
8485,6604,282,2/26/2025,Fixed,Fixed login issue
8486,3113,292,10/5/2023,Fixed,Restored notification delivery
8487,567,230,10/15/2024,Fixed,Processed refund
8488,5552,221,,Open,Refunded overcharge
8489,15913,279,,Open,Updated billing system
8490,24515,300,3/25/2024,Fixed,Updated billing system
8491,33711,283,12/22/2023,Fixed,No resolution details provided
8492,41440,206,2/9/2025,Fixed,Processed refund
8493,34308,225,11/28/2023,Fixed,Optimized server
8494,10156,236,12/5/2024,Fixed,No resolution details provided
8495,16187,292,12/21/2023,Fixed,Improved load time
8496,22070,297,,Open,Processed refund
8497,37515,294,7/21/2024,Fixed,Restored notification delivery
8498,26587,277,6/17/2024,Fixed,Waiting for engineering team
8499,5088,265,9/14/2024,Pending,Updated billing system
8500,24883,249,,Open,Updated billing system
8501,23249,237,4/1/2024,Pending,Updated billing system
8502,49447,204,,Open,Updated billing system
8503,30032,217,12/20/2024,Fixed,Investigating delay
8504,48297,265,2/23/2024,Fixed,Patched dashboard
8505,5858,254,9/7/2024,Fixed,Optimized server
8506,46416,292,,Open,Processed refund
8507,34262,269,,Open,Processed refund
8508,5908,224,9/22/2023,Fixed,Refunded overcharge
8509,16478,273,1/19/2025,Fixed,Improved load time
8510,31807,215,3/31/2024,Pending,Updated billing system
8511,49030,220,,Open,Investigating delay
8512,34975,230,9/21/2024,Fixed,Patched dashboard
8513,2535,299,11/7/2024,Fixed,No resolution details provided
8514,38402,204,,Open,Fixed notification bug
8515,31048,292,2/21/2025,Pending,Fixed sync issue
8516,1328,256,2/11/2024,Fixed,No resolution details provided
8517,20025,241,,Open,Processed refund
8518,43571,246,4/3/2024,Fixed,No resolution details provided
8519,20020,282,,Open,Improved load time
8520,22408,294,1/17/2025,Fixed,Processed refund
8521,3981,232,,Open,Resolved export error
8522,17940,258,6/25/2024,Fixed,Fixed login issue
8523,16426,226,,Open,Refunded overcharge
8524,44459,220,10/27/2023,Pending,
8525,9188,295,,Open,Fixed login issue
8526,10224,269,,Open,Processed refund
8527,34463,272,,Open,Investigating delay
8528,34698,211,,Open,Processed refund
8529,23544,254,,Open,Debugging app crash
8530,13233,295,,Open,Work in progress
8531,1970,228,11/15/2023,Fixed,Refunded overcharge
8532,6122,206,6/7/2024,Fixed,Optimized server
8533,32041,295,1/29/2024,Fixed,Processed refund
8534,22036,214,1/20/2024,Fixed,Patched integration
8535,37457,292,2/9/2024,Fixed,Improved load time
8536,48252,274,,Open,Work in progress
8537,11373,296,2/23/2025,Fixed,No resolution details provided
8538,15220,207,2/9/2025,Fixed,Updated app version
8539,45301,300,7/7/2024,Fixed,Updated billing system
8540,28351,203,6/12/2024,Pending,Fixed login issue
8541,18666,241,,Open,Fixed notification bug
8542,16004,258,3/25/2025,Pending,Updated billing system
8543,15019,253,12/27/2024,Fixed,Optimized server
8544,25243,267,7/16/2024,Fixed,No resolution details provided
8545,23850,288,,Open,Improved load time
8546,11481,293,10/24/2023,Fixed,No resolution details provided
8547,35654,213,2/14/2025,Pending,Fixed sync issue
8548,36828,256,11/30/2023,Fixed,Updated billing system
8549,32736,220,5/31/2025,Fixed,No resolution details provided
8550,50074,256,7/17/2024,Pending,Updated billing system
8551,18954,246,9/21/2023,Fixed,Optimized server
8552,35990,224,,Open,Debugging app crash
8553,10387,268,,Open,Waiting for engineering team
8554,7741,275,9/24/2024,Pending,Updated billing system
8555,35652,243,,Open,Work in progress
8556,30952,233,,Open,Fixed sync issue
8557,11810,222,5/25/2024,Fixed,Fixed notification bug
8558,17991,274,7/31/2023,Fixed,No resolution details provided
8559,7143,223,1/29/2025,Fixed,Refunded overcharge
8560,12984,267,,Open,Improved load time
8561,40366,293,9/12/2023,Fixed,No resolution details provided
8562,31343,223,,Open,Refunded overcharge
8563,43146,218,,Open,Refunded overcharge
8564,38312,281,2/19/2024,Fixed,Debugging app crash
8565,8185,271,11/10/2023,Fixed,No resolution details provided
8566,6682,233,5/7/2025,Fixed,Updated billing system
8567,8050,241,10/15/2023,Fixed,No resolution details provided
8568,23252,280,2/18/2024,Pending,Fixed sync issue
8569,34447,266,8/5/2024,Pending,Patched dashboard
8570,17503,279,11/21/2023,Fixed,Updated app version
8571,17510,201,7/24/2024,Fixed,Fixed login issue
8572,45580,234,8/7/2024,Pending,Improved load time
8573,14200,287,3/29/2025,Fixed,Improved load time
8574,3318,228,4/16/2024,Fixed,Processed refund
8575,45674,238,,Open,Investigating delay
8576,46056,266,4/29/2025,Fixed,Fixed login issue
8577,41367,251,12/24/2024,Fixed,Fixed login issue
8578,33039,211,,Open,Work in progress
8579,25923,229,6/21/2024,Fixed,Improved load time
8580,24349,250,10/5/2023,Fixed,No resolution details provided
8581,2613,230,6/29/2025,Fixed,No resolution details provided
8582,21021,226,7/28/2024,Fixed,No resolution details provided
8583,46434,239,,Open,Refunded overcharge
8584,41086,222,7/3/2025,Fixed,Updated app version
8585,10912,265,2/16/2024,Fixed,No resolution details provided
8586,28893,261,,Open,Fixed sync issue
8587,33361,259,,Open,Optimized server
8588,33698,287,,Open,Work in progress
8589,44246,260,6/6/2024,Fixed,Refunded overcharge
8590,41082,264,,Open,Improved load time
8591,26735,298,,Open,Refunded overcharge
8592,14798,293,7/24/2023,Pending,Updated app version
8593,46918,239,6/29/2025,Pending,Updated app version
8594,27356,231,,Fixed,Debugging app crash
8595,22613,255,3/10/2024,Fixed,No resolution details provided
8596,13871,259,,Open,Debugging app crash
8597,6211,216,12/6/2023,Fixed,Patched integration
8598,46107,287,,Open,Processed refund
8599,27467,227,11/22/2024,Fixed,Refunded overcharge
8600,33402,232,,Open,Work in progress
8601,2140,273,2/29/2024,Fixed,Waiting for engineering team
8602,9159,225,6/13/2024,Pending,Updated app version
8603,1250,249,7/16/2024,Fixed,No resolution details provided
8604,11182,286,,Open,Work in progress
8605,20191,291,6/1/2025,Fixed,Updated app version
8606,43873,249,1/22/2024,Fixed,Optimized server
8607,35800,253,,Open,Work in progress
8608,34186,259,,Open,Waiting for engineering team
8609,38164,210,5/12/2025,Fixed,Fixed login issue
8610,41154,220,,Fixed,Processed refund
8611,19882,207,1/25/2024,Fixed,Updated app version
8612,39805,237,6/18/2024,Pending,
8613,33221,270,12/11/2024,Fixed,No resolution details provided
8614,17745,223,,Open,Improved load time
8615,44042,260,,Open,Work in progress
8616,18707,292,,Open,Fixed login issue
8617,19625,259,,Open,Investigating delay
8618,41250,218,,Fixed,Updated billing system
8619,15230,248,1/22/2025,Fixed,Refunded overcharge
8620,413,271,6/12/2025,Pending,
8621,38031,280,6/23/2025,Fixed,Improved load time
8622,46522,275,,Open,Optimized server
8623,15410,268,,Open,Debugging app crash
8624,477,294,10/15/2024,Fixed,Fixed login issue
8625,3512,216,,Open,Fixed export permissions
8626,47619,227,6/6/2025,Fixed,Optimized server
8627,22308,269,4/2/2025,Pending,
8628,18128,284,,Open,Patched integration
8629,28114,286,1/7/2024,Fixed,Processed refund
8630,6710,233,,Open,Patched integration
8631,7401,208,,Open,Optimized server
8632,40829,225,10/17/2024,Pending,Updated billing system
8633,21214,267,,Open,Work in progress
8634,37157,286,,Open,Waiting for engineering team
8635,38438,282,6/4/2025,Pending,
8636,14951,216,,Open,Fixed sync issue
8637,23357,272,2/23/2025,Pending,
8638,34231,263,,Open,Updated app version
8639,3889,222,7/3/2024,Fixed,Fixed sync issue
8640,32812,265,,Open,Work in progress
8641,23855,278,,Open,Waiting for engineering team
8642,47111,260,7/27/2023,Fixed,No resolution details provided
8643,46591,208,8/3/2023,Fixed,Patched dashboard
8644,34575,213,1/31/2024,Fixed,Updated app version
8645,4058,260,2/12/2024,Fixed,Optimized server
8646,14363,235,8/29/2023,Fixed,Refunded overcharge
8647,18864,253,,Open,Waiting for engineering team
8648,30479,251,1/27/2024,Pending,
8649,29753,263,,Open,Fixed notification bug
8650,9926,265,,Open,Updated billing system
8651,1780,266,8/10/2023,Fixed,Optimized server
8652,22060,238,1/16/2025,Fixed,Patched integration
8653,40148,239,2/19/2024,Fixed,Optimized server
8654,44282,257,5/26/2024,Fixed,Restored notification delivery
8655,43202,268,11/21/2023,Fixed,Waiting for engineering team
8656,4979,255,5/9/2024,Fixed,No resolution details provided
8657,8044,247,12/25/2024,Fixed,Updated billing system
8658,27832,209,,Open,Debugging app crash
8659,33780,272,,Open,Updated billing system
8660,11421,262,,Open,Work in progress
8661,24358,233,,Open,Improved load time
8662,34292,266,7/24/2024,Fixed,Optimized server
8663,9452,267,4/25/2025,Fixed,Processed refund
8664,30219,213,12/4/2023,Fixed,Optimized server
8665,6686,215,7/15/2025,Pending,Waiting for engineering team
8666,2746,239,11/3/2024,Pending,
8667,44774,201,5/20/2024,Fixed,Optimized server
8668,28694,215,5/29/2025,Fixed,Investigating delay
8669,17052,224,,Open,Debugging app crash
8670,43363,245,8/7/2024,Fixed,Updated app version
8671,15759,241,11/5/2024,Pending,Patched integration
8672,31957,222,,Open,Refunded overcharge
8673,35049,295,,Open,Refunded overcharge
8674,38988,290,,Open,Refunded overcharge
8675,4977,279,2/23/2025,Fixed,Restored notification delivery
8676,6524,202,,Open,Work in progress
8677,13082,299,,Open,Resolved export error
8678,49725,296,,Open,Work in progress
8679,37698,211,6/25/2024,Fixed,Debugging app crash
8680,45042,282,,Open,Fixed login issue
8681,38538,254,3/20/2025,Fixed,No resolution details provided
8682,28569,229,6/19/2025,Fixed,Refunded overcharge
8683,40598,276,,Open,Patched dashboard
8684,42796,204,6/18/2024,Pending,Patched dashboard
8685,15845,212,,Open,Refunded overcharge
8686,18200,215,3/28/2024,Pending,Waiting for engineering team
8687,32903,290,,Fixed,Debugging app crash
8688,6998,251,,Open,Processed refund
8689,16069,280,,Open,Optimized server
8690,11531,295,11/24/2024,Pending,Optimized server
8691,41076,297,,Open,Updated billing system
8692,40260,275,4/15/2025,Fixed,Fixed notification bug
8693,44936,291,4/8/2025,Fixed,Waiting for engineering team
8694,22928,207,5/29/2024,Fixed,Refunded overcharge
8695,22477,261,1/20/2025,Fixed,Fixed export permissions
8696,32861,205,7/10/2025,Fixed,Processed refund
8697,15837,240,,Open,Fixed export permissions
8698,42582,232,,Open,Patched integration
8699,26963,219,12/17/2024,Fixed,Updated billing system
8700,46335,216,9/1/2023,Fixed,Investigating delay
8701,27631,204,8/20/2023,Fixed,Improved load time
8702,20561,210,9/21/2023,Fixed,Updated app version
8703,21431,276,7/29/2024,Fixed,Updated billing system
8704,25415,253,6/17/2025,Pending,Updated billing system
8705,38776,237,11/19/2024,Fixed,Waiting for engineering team
8706,13186,240,,Open,Enabled CSV export
8707,27080,267,,Open,Work in progress
8708,3330,230,,Open,Improved load time
8709,44122,279,11/19/2024,Fixed,No resolution details provided
8710,37411,266,2/12/2025,Fixed,Updated app version
8711,7275,288,9/9/2024,Pending,Restored notification delivery
8712,22206,228,,Open,Fixed sync issue
8713,8468,288,3/7/2025,Fixed,No resolution details provided
8714,21279,213,1/10/2024,Fixed,Debugging app crash
8715,25426,259,,Open,Enabled CSV export
8716,40316,285,,Open,Patched integration
8717,49112,291,,Open,Refunded overcharge
8718,20412,274,1/30/2025,Fixed,Fixed sync issue
8719,5650,290,,Open,Fixed login issue
8720,17280,285,,Open,Waiting for engineering team
8721,33374,293,,Open,Work in progress
8722,34326,230,2/14/2025,Fixed,Fixed sync issue
8723,13021,231,5/26/2025,Pending,
8724,10087,279,9/29/2024,Fixed,No resolution details provided
8725,1268,255,,Open,Processed refund
8726,25858,300,3/12/2024,Fixed,No resolution details provided
8727,11375,226,,Open,Improved load time
8728,48759,265,,Open,Patched integration
8729,26301,226,,Open,Work in progress
8730,26638,293,6/16/2025,Pending,Refunded overcharge
8731,31444,278,,Open,Fixed login issue
8732,9335,267,,Open,Refunded overcharge
8733,17598,259,,Open,Updated billing system
8734,41350,215,10/18/2024,Fixed,Optimized server
8735,34411,232,2/21/2025,Fixed,Refunded overcharge
8736,20008,218,4/15/2025,Fixed,Optimized server
8737,28186,286,,Open,Patched dashboard
8738,15543,223,9/24/2024,Pending,
8739,40090,286,,Open,Fixed sync issue
8740,40078,231,,Open,Optimized server
8741,44065,261,5/16/2024,Fixed,Refunded overcharge
8742,5444,245,12/23/2023,Fixed,Updated app version
8743,16923,263,,Open,Resolved export error
8744,37118,217,,Open,Work in progress
8745,4446,287,12/26/2024,Fixed,Patched dashboard
8746,10237,282,9/14/2023,Fixed,Patched dashboard
8747,15032,225,1/9/2025,Pending,Optimized server
8748,18665,265,9/13/2023,Fixed,Updated app version
8749,41768,227,4/12/2025,Pending,Fixed login issue
8750,45246,264,,Open,Updated billing system
8751,32630,297,,Open,Updated billing system
8752,16465,202,12/25/2023,Fixed,No resolution details provided
8753,21354,219,6/5/2024,Fixed,Investigating delay
8754,35098,210,12/6/2024,Pending,Updated billing system
8755,34804,290,5/5/2024,Pending,
8756,20024,239,9/10/2023,Fixed,Updated app version
8757,17619,236,,Open,Refunded overcharge
8758,9500,217,1/11/2025,Pending,Refunded overcharge
8759,4805,273,12/21/2023,Fixed,Improved load time
8760,37712,265,4/8/2025,Fixed,No resolution details provided
8761,43126,234,,Open,Fixed notification bug
8762,49737,241,,Open,Work in progress
8763,41634,205,8/7/2023,Pending,Waiting for engineering team
8764,48191,295,5/18/2024,Fixed,Patched dashboard
8765,5679,274,7/24/2023,Fixed,Patched dashboard
8766,19873,210,9/29/2024,Fixed,Refunded overcharge
8767,35079,232,,Open,Work in progress
8768,14134,283,7/21/2025,Fixed,No resolution details provided
8769,37540,241,,Open,Waiting for engineering team
8770,6204,285,,Open,Work in progress
8771,20130,290,,Open,Updated app version
8772,11269,252,,Open,Patched integration
8773,29235,281,3/23/2025,Pending,Processed refund
8774,38520,232,,Open,Work in progress
8775,44367,213,,Open,Waiting for engineering team
8776,18413,214,7/9/2025,Fixed,No resolution details provided
8777,25095,239,4/12/2024,Pending,
8778,20652,251,6/30/2025,Fixed,No resolution details provided
8779,23486,246,5/11/2025,Fixed,Patched dashboard
8780,21255,282,,Open,Processed refund
8781,49422,211,,Open,Enabled CSV export
8782,15768,236,,Open,Updated app version
8783,32754,275,11/17/2024,Fixed,Optimized server
8784,9305,292,,Open,Work in progress
8785,23242,234,7/11/2025,Fixed,Fixed sync issue
8786,6959,227,11/22/2023,Fixed,Patched integration
8787,8253,286,1/14/2024,Fixed,No resolution details provided
8788,25302,204,10/30/2024,Fixed,Fixed login issue
8789,12174,255,,Open,Work in progress
8790,10124,272,5/18/2024,Fixed,No resolution details provided
8791,33876,228,12/9/2024,Fixed,No resolution details provided
8792,6309,265,8/10/2024,Fixed,Optimized server
8793,29861,279,,Open,Work in progress
8794,36832,215,12/28/2023,Fixed,Optimized server
8795,33963,265,,Open,Processed refund
8796,1165,288,1/3/2024,Fixed,Processed refund
8797,40599,214,,Open,Enabled CSV export
8798,41103,266,,Open,Fixed login issue
8799,28892,233,7/11/2025,Fixed,Investigating delay
8800,11942,266,6/22/2025,Pending,
8801,6150,267,5/19/2024,Fixed,Fixed sync issue
8802,19526,255,,Open,Work in progress
8803,14386,243,,Open,Waiting for engineering team
8804,41835,231,3/15/2025,Fixed,No resolution details provided
8805,33194,223,12/16/2023,Pending,Fixed login issue
